th,lh1,lh2,lh3,lh4,lh5,ta,la1,la2,la3,la4,la5,diff
 9.00,-1.47,-0.48, 1.55, 0.60, 2.72,11.00, 1.32,-2.94,-1.59,-1.67, 0.62, 0.00
12.00, 0.24, 1.47,-2.29, 1.08, 0.21, 2.00,-4.46,-2.21, 1.02,-4.51,-1.52, 2.00
14.00, 2.09, 0.48,-6.24, 1.24, 2.35, 8.00,-0.24, 3.76, 0.73, 0.48, 1.55, 0.00
 1.00, 0.56,-3.76, 0.30, 0.65,-2.83,15.00,-0.19, 0.90, 3.04, 0.46,-0.21,-3.00
16.00, 0.19, 2.94, 0.51, 1.35, 2.83,13.00, 1.47, 4.73, 2.29,-2.56, 0.90,-1.00
18.00, 4.46, 2.20, 6.24, 2.56, 1.36,17.00, 1.11, 1.39,-0.51, 0.93, 1.52, 2.00
 7.00,-2.09, 1.11, 1.59,-0.48,-2.72, 5.00,-0.77,-2.20, 1.21,-6.88, 0.53,-2.00
 4.00, 0.77,-4.73,-3.04, 1.67,-1.55, 3.00, 1.00,-1.39, 0.98, 6.88, 1.10, 2.00
13.00, 3.35, 1.47, 4.73, 2.29,-2.56, 1.00,-2.06, 0.56,-3.76, 0.30, 0.65, 0.00
 5.00, 0.54,-0.77,-2.20, 1.21,-6.88,12.00, 1.44, 0.24, 1.47,-2.29, 1.08,-3.00
 2.00,-1.44,-4.46,-2.21, 1.02,-4.51, 4.00, 0.57, 0.77,-4.73,-3.04, 1.67, 0.00
17.00,-2.72, 1.11, 1.39,-0.51, 0.93, 6.00,-0.54,-2.09, 1.11, 1.59,-0.48,-1.00
 9.00,-3.38, 1.00,-1.47, 1.26, 4.51,18.00, 2.72, 4.46, 2.20, 6.24, 2.56, 2.00
 3.00,-0.57, 1.00,-1.39, 0.98, 6.88, 7.00, 3.38,-1.11, 2.21,-1.21,-0.46, 0.00
11.00, 0.71, 1.32,-2.94,-1.59,-1.67,14.00, 1.50, 2.09, 0.48,-6.24, 1.24,-1.00
16.00, 2.06,-0.19, 0.90, 3.04, 0.46,10.00, 1.30,-1.47,-0.48, 1.55, 0.60, 2.00
 8.00, 0.42,-0.24, 3.76, 0.73, 0.48,15.00,-3.35, 0.19, 2.94, 0.51, 1.35, 2.00
 7.00, 0.19,-0.54,-2.09, 1.11, 1.59, 2.00, 0.74,-1.44,-4.46,-2.21, 1.02, 1.00
13.00, 2.09, 1.44, 0.24, 1.47,-2.29, 6.00, 0.94, 3.38,-1.11, 2.21,-1.21,-1.00
15.00, 0.30, 1.50, 2.09, 0.48,-6.24,12.00, 0.84, 3.35, 1.47, 4.73, 2.29,-3.00
 1.00, 1.18,-2.06, 0.56,-3.76, 0.30,17.00,-0.19,-2.72, 1.11, 1.39,-0.51,-2.00
11.00,-0.30, 0.71, 1.32,-2.94,-1.59,16.00, 0.24, 2.06,-0.19, 0.90, 3.04,-2.00
 4.00, 1.25, 0.57, 0.77,-4.73,-3.04,10.00, 6.81,-3.38, 1.00,-1.47, 1.26,-1.00
 8.00,-0.24, 1.30,-1.47,-0.48, 1.55, 9.00, 0.78, 0.42,-0.24, 3.76, 0.73, 0.00
18.00,-6.81, 2.72, 4.46, 2.20, 6.24, 3.00, 1.07,-0.57, 1.00,-1.39, 0.98, 0.00
14.00,-0.78,-3.35, 0.19, 2.94, 0.51, 5.00,-2.09, 0.54,-0.77,-2.20, 1.21, 4.00
 5.00,-4.32,-2.09, 0.54,-0.77,-2.20, 1.00,-1.12, 1.18,-2.06, 0.56,-3.76, 1.00
 2.00,-2.38, 0.74,-1.44,-4.46,-2.21,15.00, 4.32,-0.78,-3.35, 0.19, 2.94, 0.00
17.00, 1.12,-0.19,-2.72, 1.11, 1.39, 4.00,-3.06, 1.25, 0.57, 0.77,-4.73, 1.00
16.00, 1.66, 0.24, 2.06,-0.19, 0.90,14.00,-2.06, 0.30, 1.50, 2.09, 0.48, 1.00
10.00, 3.06, 6.81,-3.38, 1.00,-1.47, 7.00, 1.31,-0.24, 1.30,-1.47,-0.48, 0.00
 9.00, 0.69, 0.78, 0.42,-0.24, 3.76,11.00,-1.66,-0.30, 0.71, 1.32,-2.94, 4.00
 3.00, 0.69, 1.07,-0.57, 1.00,-1.39,12.00,-0.15, 2.09, 1.44, 0.24, 1.47, 1.00
13.00, 2.06, 0.84, 3.35, 1.47, 4.73, 8.00, 2.38, 0.19,-0.54,-2.09, 1.11, 1.00
 6.00, 0.15, 0.94, 3.38,-1.11, 2.21,18.00, 1.19,-6.81, 2.72, 4.46, 2.20, 0.00
10.00, 0.79, 0.57, 0.83, 0.47, 1.57, 3.00,-0.49, 1.30, 0.79,-5.69,-0.35, 0.00
13.00, 2.79,-3.09,-3.96, 0.38, 0.32, 5.00, 1.31,-5.80,-0.45,-5.39,-0.86,-3.00
 1.00,-2.79,-3.49,-0.97,-4.12,-3.43, 2.00, 0.73,-5.59, 0.82,-6.45,-1.57, 0.00
16.00,-0.28, 5.80, 3.96, 6.45, 0.74, 6.00,-3.19, 0.54, 1.18,-4.20, 1.58, 3.00
11.00, 1.19, 0.73, 0.45, 0.62, 3.43, 9.00, 1.21,-6.62, 1.13, 1.27, 0.86, 0.00
12.00, 0.77, 1.45, 1.14, 4.12, 0.87, 4.00,-8.01,-2.48,-3.29,-0.47, 0.35, 5.00
17.00, 8.01, 5.59, 2.72, 4.20,-0.32,18.00, 0.49, 6.62, 3.29, 5.39,-1.84,-1.00
 8.00, 0.71, 2.48, 1.12, 1.75, 0.36, 7.00,-0.77, 1.44,-2.72,-1.27, 1.84, 1.00
15.00, 3.19, 3.09, 0.97, 1.40, 1.29,14.00, 0.28, 3.49, 0.89, 5.69, 1.13, 1.00
18.00, 0.74, 0.49, 6.62, 3.29, 5.39,10.00, 1.19, 0.79, 0.57, 0.83, 0.47, 0.00
 4.00,-3.45,-8.01,-2.48,-3.29,-0.47,15.00, 0.74, 3.19, 3.09, 0.97, 1.40,-1.00
 6.00,-0.50,-0.77, 1.44,-2.72,-1.27,11.00, 0.98, 1.19, 0.73, 0.45, 0.62, 0.00
12.00,-0.74, 0.28, 3.49, 0.89, 5.69, 9.00,-2.70, 2.79,-3.09,-3.96, 0.38, 0.00
 2.00, 1.21, 0.73,-5.59, 0.82,-6.45,13.00, 0.50, 0.71, 2.48, 1.12, 1.75,-2.00
 8.00, 1.02, 1.21,-6.62, 1.13, 1.27,17.00, 2.25,-0.28, 5.80, 3.96, 6.45, 0.00
 7.00, 2.70, 1.31,-5.80,-0.45,-5.39,16.00,-0.74, 8.01, 5.59, 2.72, 4.20,-3.00
 5.00,-2.25,-3.19, 0.54, 1.18,-4.20, 1.00, 0.78,-2.79,-3.49,-0.97,-4.12,-2.00
 3.00, 0.78,-0.49, 1.30, 0.79,-5.69,14.00, 3.45, 0.77, 1.45, 1.14, 4.12,-1.00
13.00, 1.34, 0.50, 0.71, 2.48, 1.12,10.00, 0.84, 1.19, 0.79, 0.57, 0.83, 2.00
 9.00, 0.85,-2.70, 2.79,-3.09,-3.96, 5.00,-1.66,-2.25,-3.19, 0.54, 1.18, 0.00
17.00, 2.27,-0.74, 8.01, 5.59, 2.72, 2.00,-0.59, 0.78,-0.49, 1.30, 0.79,-1.00
15.00, 0.98, 2.25,-0.28, 5.80, 3.96, 3.00,-4.90,-3.45,-8.01,-2.48,-3.29, 1.00
11.00, 1.16, 0.98, 1.19, 0.73, 0.45,18.00, 1.13, 0.74, 0.49, 6.62, 3.29,-2.00
14.00, 0.59, 3.45, 0.77, 1.45, 1.14, 8.00, 1.01, 1.02, 1.21,-6.62, 1.13, 0.00
12.00, 1.14,-0.74, 0.28, 3.49, 0.89, 1.00,-1.34, 1.21, 0.73,-5.59, 0.82, 3.00
16.00, 4.90, 0.74, 3.19, 3.09, 0.97, 6.00,-2.27, 2.70, 1.31,-5.80,-0.45, 0.00
 4.00, 1.66, 0.78,-2.79,-3.49,-0.97, 7.00, 0.81,-0.50,-0.77, 1.44,-2.72, 0.00
 6.00, 0.74,-2.27, 2.70, 1.31,-5.80,13.00, 1.03, 0.59, 3.45, 0.77, 1.45, 2.00
 2.00,-1.10,-4.90,-3.45,-8.01,-2.48, 3.00, 1.18, 1.66, 0.78,-2.79,-3.49, 1.00
10.00, 0.95, 1.01, 1.02, 1.21,-6.62,15.00,-0.33, 2.27,-0.74, 8.01, 5.59, 0.00
 4.00, 0.33,-0.59, 0.78,-0.49, 1.30,14.00, 0.97, 1.34, 0.50, 0.71, 2.48, 0.00
 5.00, 1.04,-1.66,-2.25,-3.19, 0.54,12.00, 3.12, 1.14,-0.74, 0.28, 3.49, 0.00
18.00, 1.49, 1.13, 0.74, 0.49, 6.62,17.00, 1.10, 0.98, 2.25,-0.28, 5.80, 0.00
 8.00,-0.97, 0.84, 1.19, 0.79, 0.57, 9.00,-1.49, 1.16, 0.98, 1.19, 0.73,-1.00
 1.00,-3.12,-1.34, 1.21, 0.73,-5.59,16.00, 1.19, 4.90, 0.74, 3.19, 3.09,-3.00
 7.00, 0.82, 0.81,-0.50,-0.77, 1.44,11.00, 0.96, 0.85,-2.70, 2.79,-3.09, 2.00
14.00, 1.30, 0.97, 1.34, 0.50, 0.71,10.00, 0.79, 0.95, 1.01, 1.02, 1.21, 1.00
15.00, 1.19,-0.33, 2.27,-0.74, 8.01,11.00, 0.50,-1.49, 1.16, 0.98, 1.19,-4.00
 5.00, 1.44, 1.04,-1.66,-2.25,-3.19, 3.00, 0.45,-1.10,-4.90,-3.45,-8.01, 2.00
 2.00,-0.45, 1.18, 1.66, 0.78,-2.79, 4.00, 0.61, 0.33,-0.59, 0.78,-0.49,-1.00
12.00, 0.60, 3.12, 1.14,-0.74, 0.28, 7.00, 5.08, 0.74,-2.27, 2.70, 1.31, 0.00
16.00, 0.71, 1.10, 0.98, 2.25,-0.28, 6.00,-0.50,-0.97, 0.84, 1.19, 0.79, 2.00
13.00,-5.08, 1.03, 0.59, 3.45, 0.77,18.00, 1.29, 1.49, 1.13, 0.74, 0.49, 0.00
 8.00,-0.52, 0.96, 0.85,-2.70, 2.79, 1.00,-4.68,-3.12,-1.34, 1.21, 0.73, 0.00
17.00, 4.68, 1.19, 4.90, 0.74, 3.19, 9.00, 0.52, 0.82, 0.81,-0.50,-0.77, 3.00
10.00,-4.80, 0.79, 0.95, 1.01, 1.02,11.00, 1.43, 0.60, 3.12, 1.14,-0.74, 0.00
 8.00, 0.53, 5.08, 0.74,-2.27, 2.70, 2.00,-0.39,-0.45, 1.18, 1.66, 0.78, 0.00
12.00, 1.56, 0.50,-1.49, 1.16, 0.98,13.00, 0.95,-5.08, 1.03, 0.59, 3.45, 0.00
 6.00,-1.80,-0.50,-0.97, 0.84, 1.19,14.00,-1.56, 1.19,-0.33, 2.27,-0.74,-1.00
 1.00, 1.28,-4.68,-3.12,-1.34, 1.21, 5.00, 4.41, 1.44, 1.04,-1.66,-2.25,-2.00
17.00, 1.05, 1.29, 1.49, 1.13, 0.74,15.00, 4.80, 1.30, 0.97, 1.34, 0.50, 1.00
 3.00,-4.41, 0.45,-1.10,-4.90,-3.45, 9.00, 0.74,-0.52, 0.96, 0.85,-2.70,-1.00
 4.00, 0.39, 0.61, 0.33,-0.59, 0.78,18.00, 1.61, 4.68, 1.19, 4.90, 0.74,-4.00
 7.00,-1.61, 0.52, 0.82, 0.81,-0.50,16.00, 1.80, 0.71, 1.10, 0.98, 2.25,-1.00
13.00, 1.06, 0.95,-5.08, 1.03, 0.59,15.00, 3.22,-1.56, 1.19,-0.33, 2.27, 1.00
10.00, 0.63, 0.74,-0.52, 0.96, 0.85, 9.00, 1.06,-4.80, 0.79, 0.95, 1.01,-2.00
 2.00, 0.93,-0.39,-0.45, 1.18, 1.66, 5.00,-3.22,-1.80,-0.50,-0.97, 0.84,-1.00
11.00, 0.94, 1.43, 0.60, 3.12, 1.14, 6.00,-0.52,-1.61, 0.52, 0.82, 0.81,-1.00
16.00, 0.52, 1.80, 0.71, 1.10, 0.98, 4.00,-3.66, 0.39, 0.61, 0.33,-0.59, 0.00
 1.00,-1.20, 1.28,-4.68,-3.12,-1.34, 3.00,-0.63,-4.41, 0.45,-1.10,-4.90,-1.00
18.00, 3.66, 1.61, 4.68, 1.19, 4.90,17.00, 0.30, 1.05, 1.29, 1.49, 1.13,-1.00
 8.00, 1.20, 4.41, 1.44, 1.04,-1.66, 7.00, 1.06, 0.53, 5.08, 0.74,-2.27, 3.00
14.00,-0.30, 4.80, 1.30, 0.97, 1.34,12.00, 0.93, 1.56, 0.50,-1.49, 1.16, 1.00
 3.00, 0.88,-0.63,-4.41, 0.45,-1.10,11.00,-0.84, 0.94, 1.43, 0.60, 3.12,-1.00
10.00, 1.01, 1.06,-4.80, 0.79, 0.95,17.00,-2.02, 3.66, 1.61, 4.68, 1.19, 1.00
 4.00, 0.53,-3.66, 0.39, 0.61, 0.33, 8.00,-1.01, 0.63, 0.74,-0.52, 0.96,-1.00
 7.00, 0.84,-0.52,-1.61, 0.52, 0.82, 9.00, 4.21, 1.20, 4.41, 1.44, 1.04,-2.00
 6.00, 3.15,-3.22,-1.80,-0.50,-0.97,13.00, 0.82, 1.06, 0.95,-5.08, 1.03,-2.00
 5.00,-4.21, 1.06, 0.53, 5.08, 0.74, 1.00,-0.88,-1.20, 1.28,-4.68,-3.12, 3.00
12.00,-1.23, 0.93, 1.56, 0.50,-1.49,16.00, 1.34, 0.52, 1.80, 0.71, 1.10,-1.00
14.00,-0.82, 3.22,-1.56, 1.19,-0.33,15.00, 1.23,-0.30, 4.80, 1.30, 0.97, 2.00
18.00, 2.02, 0.30, 1.05, 1.29, 1.49, 2.00,-3.15, 0.93,-0.39,-0.45, 1.18, 3.00
12.00, 7.59,-0.84, 0.94, 1.43, 0.60,18.00, 4.20, 2.02, 0.30, 1.05, 1.29, 1.00
10.00, 0.46, 4.21, 1.20, 4.41, 1.44, 4.00,-0.48, 0.53,-3.66, 0.39, 0.61, 5.00
16.00,-0.61,-2.02, 3.66, 1.61, 4.68, 5.00,-1.24, 3.15,-3.22,-1.80,-0.50, 0.00
 2.00,-4.20,-3.15, 0.93,-0.39,-0.45,11.00, 0.61, 1.01, 1.06,-4.80, 0.79,-2.00
 1.00,-4.80,-0.88,-1.20, 1.28,-4.68, 6.00,-0.46, 0.84,-0.52,-1.61, 0.52, 4.00
14.00, 1.24, 0.82, 1.06, 0.95,-5.08,13.00,-1.62, 1.23,-0.30, 4.80, 1.30, 0.00
17.00, 5.52, 1.34, 0.52, 1.80, 0.71,15.00, 1.62,-0.82, 3.22,-1.56, 1.19,-2.00
 9.00, 0.48,-1.01, 0.63, 0.74,-0.52, 8.00,-5.52,-1.23, 0.93, 1.56, 0.50,-3.00
 3.00,-7.59, 0.88,-0.63,-4.41, 0.45, 7.00, 4.80,-4.21, 1.06, 0.53, 5.08, 1.00
14.00, 1.11, 1.24, 0.82, 1.06, 0.95,16.00, 1.18,-0.61,-2.02, 3.66, 1.61, 1.00
15.00, 1.53, 1.62,-0.82, 3.22,-1.56, 1.00,-4.09,-4.20,-3.15, 0.93,-0.39, 0.00
 3.00,-2.12,-0.48, 0.53,-3.66, 0.39, 7.00,-0.78, 4.80,-4.21, 1.06, 0.53, 0.00
 5.00,-1.87,-0.46, 0.84,-0.52,-1.61, 4.00, 0.78,-7.59, 0.88,-0.63,-4.41, 0.00
 6.00, 0.75,-1.24, 3.15,-3.22,-1.80, 8.00,-6.82, 0.48,-1.01, 0.63, 0.74, 2.00
13.00, 0.88,-1.62, 1.23,-0.30, 4.80,17.00,-1.53, 5.52, 1.34, 0.52, 1.80, 0.00
 9.00, 6.82,-5.52,-1.23, 0.93, 1.56,12.00, 0.27, 7.59,-0.84, 0.94, 1.43, 0.00
18.00,-0.27, 4.20, 2.02, 0.30, 1.05,11.00, 2.12, 0.46, 4.21, 1.20, 4.41, 1.00
10.00, 4.09, 0.61, 1.01, 1.06,-4.80, 2.00, 1.87,-4.80,-0.88,-1.20, 1.28, 2.00
11.00, 0.58, 0.27, 7.59,-0.84, 0.94, 7.00, 1.79, 0.75,-1.24, 3.15,-3.22, 1.00
 6.00, 1.10,-0.78, 4.80,-4.21, 1.06, 5.00, 1.19,-1.87,-0.46, 0.84,-0.52,-3.00
16.00,-0.45, 1.18,-0.61,-2.02, 3.66,15.00, 1.12, 1.53, 1.62,-0.82, 3.22, 1.00
 2.00, 0.80,-4.09,-4.20,-3.15, 0.93,13.00, 0.73, 0.88,-1.62, 1.23,-0.30,-2.00
 1.00,-7.13, 1.87,-4.80,-0.88,-1.20, 3.00, 0.88,-2.12,-0.48, 0.53,-3.66,-1.00
 8.00,-1.79,-6.82, 0.48,-1.01, 0.63,18.00, 7.91,-0.27, 4.20, 2.02, 0.30,-1.00
 4.00, 0.81, 0.78,-7.59, 0.88,-0.63, 9.00, 1.44, 6.82,-5.52,-1.23, 0.93, 3.00
10.00,-7.91, 2.12, 0.46, 4.21, 1.20,12.00, 7.13, 4.09, 0.61, 1.01, 1.06, 0.00
17.00, 1.25,-1.53, 5.52, 1.34, 0.52,14.00, 0.45, 1.11, 1.24, 0.82, 1.06, 1.00
12.00, 1.44, 0.58, 0.27, 7.59,-0.84,15.00,-4.70, 1.12, 1.53, 1.62,-0.82, 2.00
 7.00,-3.15,-1.79,-6.82, 0.48,-1.01,13.00,-4.61, 0.45, 1.11, 1.24, 0.82, 1.00
 4.00, 1.26, 0.81, 0.78,-7.59, 0.88,11.00, 1.15, 7.13, 4.09, 0.61, 1.01,-4.00
10.00, 0.84,-7.91, 2.12, 0.46, 4.21, 9.00,-1.26, 1.44, 6.82,-5.52,-1.23, 1.00
16.00, 4.70,-0.45, 1.18,-0.61,-2.02,14.00, 1.11, 0.73, 0.88,-1.62, 1.23,-1.00
 2.00,-1.11, 0.80,-4.09,-4.20,-3.15,17.00, 4.61, 1.25,-1.53, 5.52, 1.34, 1.00
 5.00,-0.25, 1.10,-0.78, 4.80,-4.21, 6.00,-1.44, 1.79, 0.75,-1.24, 3.15,-3.00
 1.00,-0.49,-7.13, 1.87,-4.80,-0.88,18.00, 3.15, 7.91,-0.27, 4.20, 2.02,-4.00
 8.00, 0.25, 1.19,-1.87,-0.46, 0.84, 3.00, 0.49, 0.88,-2.12,-0.48, 0.53, 3.00
 9.00,-0.13,-1.26, 1.44, 6.82,-5.52, 2.00, 0.35,-1.11, 0.80,-4.09,-4.20, 2.00
18.00, 6.64, 3.15, 7.91,-0.27, 4.20, 8.00, 1.63, 0.25, 1.19,-1.87,-0.46, 3.00
12.00,-0.59,-4.70, 1.12, 1.53, 1.62, 7.00, 0.61,-3.15,-1.79,-6.82, 0.48, 2.00
13.00, 4.42, 1.15, 7.13, 4.09, 0.61, 5.00,-0.46,-0.25, 1.10,-0.78, 4.80, 2.00
11.00,-0.61,-4.61, 0.45, 1.11, 1.24,14.00, 0.59, 1.44, 0.58, 0.27, 7.59, 0.00
 6.00, 0.46,-1.44, 1.79, 0.75,-1.24, 1.00,-6.64,-0.49,-7.13, 1.87,-4.80, 0.00
17.00,-0.35, 4.61, 1.25,-1.53, 5.52,16.00,-0.41, 4.70,-0.45, 1.18,-0.61, 1.00
 3.00,-1.63, 0.49, 0.88,-2.12,-0.48, 4.00,-4.42, 1.26, 0.81, 0.78,-7.59, 2.00
15.00, 0.41, 1.11, 0.73, 0.88,-1.62,10.00, 0.13, 0.84,-7.91, 2.12, 0.46, 3.00
 4.00,-1.61,-0.46,-0.25, 1.10,-0.78,18.00, 2.25, 6.64, 3.15, 7.91,-0.27,-1.00
 6.00,-5.23, 0.61,-3.15,-1.79,-6.82,16.00, 0.48, 0.41, 1.11, 0.73, 0.88,-2.00
10.00,-0.48, 0.13, 0.84,-7.91, 2.12,13.00, 5.23,-0.59,-4.70, 1.12, 1.53, 1.00
14.00,-1.49,-0.41, 4.70,-0.45, 1.18, 9.00, 1.24,-0.13,-1.26, 1.44, 6.82, 3.00
 2.00,-1.24, 0.35,-1.11, 0.80,-4.09,11.00, 0.85,-0.61,-4.61, 0.45, 1.11, 1.00
 1.00, 0.55,-6.64,-0.49,-7.13, 1.87,17.00, 1.49,-0.35, 4.61, 1.25,-1.53,-3.00
12.00, 1.14, 0.59, 1.44, 0.58, 0.27, 5.00, 1.77,-1.63, 0.49, 0.88,-2.12,-1.00
 7.00,-2.25, 1.63, 0.25, 1.19,-1.87,15.00, 1.61, 4.42, 1.15, 7.13, 4.09,-2.00
17.00, 7.56, 1.49,-0.35, 4.61, 1.25, 6.00,-2.93,-5.23, 0.61,-3.15,-1.79, 1.00
13.00,-0.26, 5.23,-0.59,-4.70, 1.12, 7.00,-1.61,-2.25, 1.63, 0.25, 1.19, 0.00
14.00, 3.56,-1.49,-0.41, 4.70,-0.45, 2.00, 0.82,-1.24, 0.35,-1.11, 0.80, 0.00
 9.00,-3.56, 1.24,-0.13,-1.26, 1.44, 4.00,-3.01,-1.61,-0.46,-0.25, 1.10, 0.00
 8.00, 0.22, 1.40, 0.46,-1.44, 1.79,11.00, 0.26,-0.48, 0.13, 0.84,-7.91, 0.00
10.00,-0.82, 0.85,-0.61,-4.61, 0.45, 1.00,-7.56, 0.55,-6.64,-0.49,-7.13, 0.00
15.00, 1.61, 1.61, 4.42, 1.15, 7.13, 5.00, 0.48, 1.77,-1.63, 0.49, 0.88, 2.00
16.00, 2.93, 0.48, 0.41, 1.11, 0.73,12.00,-0.48, 1.14, 0.59, 1.44, 0.58, 0.00
18.00, 3.01, 2.25, 6.64, 3.15, 7.91, 3.00,-0.22,-1.77,-4.42, 1.26, 0.81, 0.00
 3.00, 0.49,-0.22,-1.77,-4.42, 1.26,15.00, 1.22, 2.93, 0.48, 0.41, 1.11,-3.00
16.00, 4.95, 1.61, 1.61, 4.42, 1.15,18.00, 1.34, 3.01, 2.25, 6.64, 3.15, 1.00
 5.00,-4.95, 0.48, 1.77,-1.63, 0.49, 9.00, 0.86,-3.56, 1.24,-0.13,-1.26,-1.00
11.00, 0.75, 0.26,-0.48, 0.13, 0.84,10.00, 1.14,-0.82, 0.85,-0.61,-4.61,-1.00
12.00, 0.75,-0.48, 1.14, 0.59, 1.44, 2.00, 1.37, 0.82,-1.24, 0.35,-1.11,-1.00
 1.00, 0.82,-7.56, 0.55,-6.64,-0.49,13.00, 0.59,-0.26, 5.23,-0.59,-4.70,-4.00
 6.00,-3.34,-2.93,-5.23, 0.61,-3.15,14.00, 0.68, 3.56,-1.49,-0.41, 4.70, 0.00
 4.00, 1.16,-3.01,-1.61,-0.46,-0.25,17.00, 3.34, 7.56, 1.49,-0.35, 4.61,-3.00
 7.00, 1.46,-1.61,-2.25, 1.63, 0.25, 8.00, 1.26, 0.22, 1.40, 0.46,-1.44, 4.00
 7.00,-4.29, 1.26, 0.22, 1.40, 0.46,15.00, 0.23, 4.95, 1.61, 1.61, 4.42, 1.00
18.00,-0.23, 1.34, 3.01, 2.25, 6.64, 5.00,-2.16,-4.95, 0.48, 1.77,-1.63, 4.00
13.00, 2.35, 0.59,-0.26, 5.23,-0.59, 3.00,-2.86, 0.49,-0.22,-1.77,-4.42, 3.00
 9.00, 2.16, 0.86,-3.56, 1.24,-0.13, 1.00,-2.35, 0.82,-7.56, 0.55,-6.64, 4.00
16.00, 2.86, 1.22, 2.93, 0.48, 0.41, 4.00,-2.17, 1.16,-3.01,-1.61,-0.46, 2.00
17.00, 2.17, 3.34, 7.56, 1.49,-0.35,11.00,-0.88, 0.75,-0.48, 1.14, 0.59, 1.00
12.00, 2.78, 1.14,-0.82, 0.85,-0.61, 8.00, 4.29, 1.46,-1.61,-2.25, 1.63, 0.00
 2.00, 0.88, 1.37, 0.82,-1.24, 0.35, 6.00, 0.89,-3.34,-2.93,-5.23, 0.61,-1.00
14.00, 1.08, 0.68, 3.56,-1.49,-0.41,10.00,-2.78, 0.75, 0.26,-0.48, 0.13,-1.00
 1.00,-3.45,-2.35, 0.82,-7.56, 0.55, 2.00,-0.38, 0.88, 1.37, 0.82,-1.24, 0.00
15.00,-0.33, 0.23, 4.95, 1.61, 1.61, 9.00, 3.45, 2.16, 0.86,-3.56, 1.24, 0.00
11.00, 0.16,-2.78, 0.75, 0.26,-0.48,17.00, 5.64, 2.17, 3.34, 7.56, 1.49,-3.00
 4.00,-0.44,-2.17, 1.16,-3.01,-1.61, 6.00, 0.38, 0.89,-3.34,-2.93,-5.23, 1.00
 7.00, 1.43, 4.29, 1.46,-1.61,-2.25,16.00, 0.44, 2.86, 1.22, 2.93, 0.48, 1.00
10.00,-5.64,-0.88, 0.75,-0.48, 1.14,13.00,-0.16, 1.08, 0.68, 3.56,-1.49,-1.00
18.00, 2.83,-0.23, 1.34, 3.01, 2.25,14.00, 4.95, 2.35, 0.59,-0.26, 5.23, 2.00
 5.00,-2.83,-2.16,-4.95, 0.48, 1.77, 8.00, 0.33,-4.29, 1.26, 0.22, 1.40, 0.00
 3.00,-4.95,-2.86, 0.49,-0.22,-1.77,12.00, 0.60, 2.78, 1.14,-0.82, 0.85, 0.00
 3.00,-1.77,-4.42, 1.26, 0.81, 0.78, 8.00, 1.40, 0.46,-1.44, 1.79, 0.75,-2.00
 6.00,-4.59, 0.38, 0.89,-3.34,-2.93, 9.00,-2.18,-5.64,-0.88, 0.75,-0.48, 2.00
 2.00, 1.51,-0.38, 0.88, 1.37, 0.82,11.00,-3.76, 0.16,-2.78, 0.75, 0.26, 1.00
12.00, 0.96, 0.60, 2.78, 1.14,-0.82, 5.00, 1.29,-2.83,-2.16,-4.95, 0.48, 1.00
 7.00, 0.73, 0.33,-4.29, 1.26, 0.22,18.00, 7.92, 2.83,-0.23, 1.34, 3.01,-2.00
16.00,-0.26, 0.44, 2.86, 1.22, 2.93, 1.00, 0.48,-3.45,-2.35, 0.82,-7.56, 5.00
13.00,-7.92, 4.95, 2.35, 0.59,-0.26, 4.00, 4.59,-0.44,-2.17, 1.16,-3.01, 2.00
14.00, 2.18,-0.16, 1.08, 0.68, 3.56, 3.00, 1.04,-4.95,-2.86, 0.49,-0.22,-1.00
17.00, 3.76, 5.64, 2.17, 3.34, 7.56,15.00, 1.57,-0.33, 0.23, 4.95, 1.61, 0.00
10.00, 0.34, 3.45, 2.16, 0.86,-3.56, 8.00, 0.26, 1.43, 4.29, 1.46,-1.61, 2.00
 4.00, 0.21, 1.04,-4.95,-2.86, 0.49,17.00, 1.37, 3.76, 5.64, 2.17, 3.34,-1.00
18.00, 4.45, 7.92, 2.83,-0.23, 1.34,11.00, 0.56, 0.34, 3.45, 2.16, 0.86, 4.00
15.00, 0.61, 1.57,-0.33, 0.23, 4.95,12.00, 1.63, 0.96, 0.60, 2.78, 1.14, 3.00
 5.00,-1.63, 1.29,-2.83,-2.16,-4.95,14.00, 4.78,-7.92, 4.95, 2.35, 0.59, 0.00
 7.00,-4.45, 0.73, 0.33,-4.29, 1.26,16.00, 1.91,-0.26, 0.44, 2.86, 1.22,-1.00
 1.00,-1.91, 0.48,-3.45,-2.35, 0.82, 9.00,-0.24,-2.18,-5.64,-0.88, 0.75,-3.00
 8.00,-0.56, 0.26, 1.43, 4.29, 1.46, 2.00, 0.62, 1.51,-0.38, 0.88, 1.37,-1.00
 3.00,-4.78, 4.59,-0.44,-2.17, 1.16,13.00,-0.21, 2.18,-0.16, 1.08, 0.68, 3.00
10.00,-0.62,-3.76, 0.16,-2.78, 0.75, 6.00, 0.24,-4.59, 0.38, 0.89,-3.34, 2.00
 6.00,-0.38, 0.24,-4.59, 0.38, 0.89, 8.00,-5.30,-0.56, 0.26, 1.43, 4.29, 1.00
14.00, 0.96, 4.78,-7.92, 4.95, 2.35,15.00, 0.48, 0.61, 1.57,-0.33, 0.23,-1.00
13.00,-2.48,-0.21, 2.18,-0.16, 1.08, 1.00,-6.44,-1.91, 0.48,-3.45,-2.35, 1.00
